,business_id,name,city,state,categories
11257,Dve6VC2YIrKdzRsMKU4flw,Jimmy John's,Carmel,IN,"Fast Food, Restaurants, Delis, Sandwiches"
11258,pk7E-3G7Ij39h9HifNz0TA,Jimmy John's,Lawrence,IN,"Food, Fast Food, Sandwiches, Delis, Food Delivery Services, Restaurants"
11259,BqI7wAq0WkpWPLjUcKjjnw,Jimmy John's,New Orleans,LA,"Delis, Sandwiches, Restaurants, Fast Food"
11260,DpK33ON-lJrf2PcOP-z_Bw,Jimmy John's,Brentwood,TN,"Restaurants, Delis, Fast Food, Food, Sandwiches, Food Delivery Services"
11261,0OE56zbigcNxVeJPmqtV0w,Jimmy John's,Meridian,ID,"Fast Food, Restaurants, Food, Sandwiches, Food Delivery Services, Delis"
11262,8W03O-MpzfkYRgxuagrcPA,Jimmy John's,St. Louis,MO,"Delis, Restaurants, Food Delivery Services, Fast Food, Sandwiches, Food"
11263,vfz5L-D1cYfAAEMtMnQ1XA,Jimmy John's,Tampa,FL,"Fast Food, Delis, Food, Sandwiches, Restaurants, Food Delivery Services"
11264,J3ZsfPsk47ozaJ2VZZLYGQ,Jimmy John's,Harahan,LA,"American (New), Restaurants, Fast Food, Food, Delis, Food Delivery Services, Sandwiches"
11265,fpqicay5D12OiImVqpEzGQ,Jimmy John's,Metairie,LA,"Food Delivery Services, Fast Food, Food, Sandwiches, Delis, Restaurants"
11266,JZbNXWl2ktDK8MtX9OXo4g,Jimmy John's,Fishers,IN,"Fast Food, Restaurants, Delis, Sandwiches"
11267,1wC41D8PLqOldFPUVAZ3tA,Jimmy John's,St. Louis,MO,"Food, Delis, Food Delivery Services, Sandwiches, Fast Food, Restaurants"
11268,cnFmnA26Zv5vfDF1apBC1A,Jimmy John's,Carmel,IN,"Delis, Restaurants, Food Delivery Services, Sandwiches, Fast Food, Food"
11269,e6f8CiTLhFbcG3akdyNu5w,Jimmy John's,St. Louis,MO,"Restaurants, Fast Food, Sandwiches, Delis, Food Delivery Services, Food"
11270,JURz-Y17Qhcg7N9Ow51OSA,Jimmy John's,Clearwater,FL,"Food Delivery Services, Delis, Fast Food, Food, Restaurants, Sandwiches"
11271,E2njZ5llBW9dSdr6rcg7dg,Jimmy John's,Franklin,TN,"Delis, Restaurants, Sandwiches, Fast Food"
11272,v_o9A1ifsdR1o1ZZqP-_CA,Jimmy John's,Indianapolis,IN,"Food, Sandwiches, Delis, Food Delivery Services, Restaurants, Fast Food"
11273,Q_9SKtWC_nrYXF1ZKW1zPg,Jimmy John's,Boise,ID,"Fast Food, Food Delivery Services, Food, Delis, Restaurants, Sandwiches"
11274,KdK5ZgbccDDSwxtPxE77jg,Jimmy John's,Des Peres,MO,"Food, Restaurants, Food Delivery Services, Delis, Fast Food, Sandwiches"
11275,vzVKX6qbtHIUWuoJAQT3HA,Jimmy John's,Speedway,IN,"Fast Food, Food Delivery Services, Food, Delis, Sandwiches, Restaurants"
11276,KsT3oaQJiM4v7hnqUU9EEA,Jimmy John's,Nashville,TN,"Food, Sandwiches, Delis, Food Delivery Services, Restaurants, Fast Food"
11277,JPxr0KBfaCYLYUyKB5_5Dg,Jimmy John's,Tucson,AZ,"Food, Food Delivery Services, Sandwiches, Restaurants, Delis, Fast Food"
11278,pX5QGQinFBRGhzWEucyukQ,Jimmy John's,Meridian,ID,"Food Delivery Services, Sandwiches, Fast Food, Delis, Food, Restaurants"
11279,BAnCTH5Xu0EV_Qqk_XysJg,Jimmy John's,St. Charles,MO,"Delis, Food Delivery Services, Restaurants, Fast Food, Food, Sandwiches"
11280,YwxnKaMrUVtBygE8kagsVw,Jimmy John's,Indianapolis,IN,"Delis, Fast Food, Restaurants, Sandwiches"
11281,PXrF817vBYW3gW3blTviaA,Jimmy John's,Indianapolis,IN,"Delis, Fast Food, Restaurants, Sandwiches"
11282,EIF1W_-8weWgmDP5sbBOIg,Jimmy John's,St. Louis,MO,"Food Delivery Services, Fast Food, Food, Sandwiches, Restaurants, Delis"
11283,OL-rfiSIdVIsndUZ6ueWMA,Jimmy John's,St. Petersburg,FL,"Restaurants, Sandwiches, Food, Caterers, Food Delivery Services, Fast Food, Event Planning & Services, Delis"
11284,ss6zeWt9oWKRllwU61gG-g,Jimmy John's,Boise,ID,"Sandwiches, Delis, Restaurants, Fast Food, Food Delivery Services, Food"
11285,w0peMClztE-VtO8lQg1Srw,Jimmy John's,Nashville,TN,"Food Delivery Services, Delis, Restaurants, Sandwiches, Fast Food, Food"
11286,Zu1dzuzdXcwhNQsq0wIrZQ,Jimmy John's,Valley Park,MO,"Restaurants, Food Delivery Services, Delis, Fast Food, Food, Sandwiches"
11287,UPuKbOHRFv6dFZ_mPGHYPA,Jimmy John's,Gallatin,TN,"Sandwiches, Fast Food, Restaurants, Delis"
11288,a3ML66hUsb_v7nuCl_eXxg,Jimmy John's,Tampa,FL,"Restaurants, Sandwiches, Delis, Fast Food"
11289,a2y7r9LcuBdR_aLNdgAqXw,Jimmy John's,Fairview Heights,IL,"Fast Food, Sandwiches, Restaurants, Food Delivery Services, Delis, Food"
11290,kJsojz_gDiwe3sHWd3yeig,Jimmy John's,Indianapolis,IN,"Fast Food, Restaurants, Sandwiches, Delis"
11291,3WC1k7yP7WSBTl-HBP26zA,Jimmy John's,Nashville,TN,"Sandwiches, Fast Food, Restaurants, Delis"
11292,dN_WiS41laKnG7MeVVOiBw,Jimmy John's,Alton,IL,"Fast Food, Restaurants, Food, Food Delivery Services, Delis, Sandwiches"
11293,u6Hc587ybh4bE8j0hUlYJQ,Jimmy John's,Boise,ID,"Delis, Fast Food, Restaurants, Food, Food Delivery Services, Sandwiches"
11294,uyC4T5vWk-EVKyCv1rZreA,Jimmy John's,St. Louis,MO,"Food Delivery Services, Delis, Sandwiches, Fast Food, Food, Restaurants"
11295,J3sbnmR2lgGccg8rjYPzzA,Jimmy John's,Nashville,TN,"Sandwiches, Restaurants, Delis, Fast Food"
11296,HVb-gF2fc39VwtMo8jMOJA,Jimmy John's,Town and Country,MO,"Fast Food, Food Delivery Services, Delis, Sandwiches, Restaurants, Food"
11297,FGjPgWgW-PYQsWKofpORQA,Jimmy John's,Reno,NV,"Restaurants, Delis, Sandwiches, Food Delivery Services, Fast Food, Food"
11298,zAhlMpZlyFRY2fDWKMeQzQ,Jimmy John's,Tucson,AZ,"Sandwiches, Food, Restaurants, Food Delivery Services, Fast Food, Delis, Caterers, Event Planning & Services"
11299,y-LDFnnawAW2dBc4aF6OGQ,Jimmy John's,Indianapolis,IN,"Restaurants, Sandwiches, Fast Food, Food Delivery Services, Delis, Food"
11300,dIqni3toenZFY-JVrvMiDA,Jimmy John's,St. Louis,MO,"Sandwiches, Food Delivery Services, Fast Food, Delis, Food, Restaurants"
11301,jULirodENiDyCbtOz0v9aA,Jimmy John's,Tucson,AZ,"Fast Food, Sandwiches, Food, Pizza, Food Delivery Services, Restaurants, Delis"
11302,AJf_G2CKc1ZDC2NE4oj3rw,Jimmy John's,Bridgeton,MO,"Restaurants, Delis, Fast Food, Sandwiches"
11303,PnD4caXTlkH-ZRe2xmsh-g,Jimmy John's,New Orleans,LA,"Delis, Food, Sandwiches, Fast Food, Restaurants"
11304,DxZSWtVCuwdVqdJUSZ-dKA,Jimmy John's,Manchester,MO,"Sandwiches, Fast Food, Delis, Food Delivery Services, Food, Restaurants"
11305,lSK92KDJgwoKPn0pNTvgLQ,Jimmy John's,Tucson,AZ,"Restaurants, Fast Food, Delis, Sandwiches"
11306,SuQJOspGiPKBI6h6LLaLtg,Jimmy John's,Boise,ID,"Fast Food, Sandwiches, Restaurants, Delis"
11307,XTNu6IrYn_xn05wuqjrxiA,Jimmy John's,Philadelphia,PA,"Delis, Fast Food, Sandwiches, Restaurants"
11308,21IkQYUsyfl8MWYy_wQxfw,Jimmy John's,New Orleans,LA,"Restaurants, Delis, Fast Food, Sandwiches"
11309,Ac4sW3F69HPjm3u0Z4nO5A,Jimmy John's,Indianapolis,IN,"Sandwiches, Fast Food, Restaurants, Delis"
11310,MprLxg1hSp52tUp0ak9lAQ,Jimmy John's,Avon,IN,"Fast Food, Delis, Restaurants, Sandwiches"
11311,p1vdm8fqB2LX1eAIFCyl_g,Jimmy John's,St. Petersburg,FL,"Sandwiches, Delis, Fast Food, Restaurants"
11312,aSNfp8Fp5V6EQJwZOicQkQ,Jimmy John's,Reno,NV,"Delis, Sandwiches, Event Planning & Services, Caterers, Food, Food Delivery Services, Fast Food, Restaurants"
11313,at5w9OCM1ex1Y4mWCQB2Bw,Jimmy John's,Granite City,IL,"Food, Food Delivery Services, Fast Food, Delis, Sandwiches, Restaurants"
11314,Yh0HF45_lVXa6gSSKsJY1w,Jimmy John's,Newark,DE,"Delis, Fast Food, Sandwiches, Restaurants"
11315,lw6OXWUzcwtTzbdh4b0a6g,Jimmy John's,Tampa,FL,"Delis, Food, Sandwiches, Specialty Food, Fast Food, Food Delivery Services, Restaurants"
11316,0Fd0erJKcQlbnWnPrYJI2Q,Jimmy John's,Indianapolis,IN,"Delis, Fast Food, Restaurants, Sandwiches"
11317,pIAQyVPT5O4c_2yK9T3cVw,Jimmy John's,Tucson,AZ,"Fast Food, Restaurants, Food Delivery Services, Food, Delis, Sandwiches"
11318,5p2Q-L9V5KYDelMExQNfNg,Jimmy John's,Tampa,FL,"Delis, Fast Food, Food Delivery Services, Food, Restaurants, Sandwiches"
11319,g995q67Ktg4_t6diuzExXw,Jimmy John's,Port Richey,FL,"Fast Food, Restaurants, Delis, Sandwiches"
11320,aeEH5K-BM8noHGia-X1Egw,Jimmy John's,Tucson,AZ,"Sandwiches, Restaurants, Food, Fast Food, Food Delivery Services, Delis"
11321,esJ9EL246OIq1bL2ybrzVg,Jimmy John's,Indianapolis,IN,"Restaurants, Fast Food, Sandwiches, Delis"
11322,iUp54Km2xsrU90pburDh1Q,Jimmy John's,Maryland Heights,MO,"Food Delivery Services, Fast Food, Delis, Sandwiches, Food, Restaurants"
11323,Q81Xj-eCVxi8mttVMn2UiQ,Jimmy John's,Philadelphia,PA,"Sandwiches, Food Delivery Services, Food, Fast Food, Delis, Restaurants"
11324,uOjQJ3Tp4aHnMHq5EVDxjQ,Jimmy John's,Tampa,FL,"Restaurants, Food Delivery Services, Fast Food, Sandwiches, Food, Delis, Specialty Food"
11325,4z6HgjucE78RrbfwDqtGkg,Jimmy John's,St. Petersburg,FL,"Fast Food, Food Delivery Services, Sandwiches, Delis, Food, Restaurants"
11326,aZGcWGLwVWDdSt4LB2sANQ,Jimmy John's,Indianapolis,IN,"Delis, Fast Food, Sandwiches, Restaurants"
11327,N5tS8v0Yz4mmbFHMsxpr3g,Jimmy John's,Nashville,TN,"Sandwiches, Delis, Fast Food, Food, Food Delivery Services, Restaurants"
11328,PKZNBOz1psgZrLwJfw99Mw,Jimmy John's,Indianapolis,IN,"Sandwiches, Food, Restaurants, Fast Food, Food Delivery Services, Delis"
11329,f4ouae_IyCaqGo7zERBXqQ,Jimmy John's,Nashville,TN,"Restaurants, Sandwiches, Fast Food, Delis"
11330,OaCSnOWP63dRsqxB7Puamw,Jimmy John's,Tampa,FL,"Sandwiches, Fast Food, Restaurants, Food, Food Delivery Services, Delis"
11331,a69pvnfQKMrQ4WXIMdMLCg,Jimmy John's,Sparks,NV,"Restaurants, Delis, Fast Food, Sandwiches"
11332,1br2kePnacw59Dp7xuGjBQ,Jimmy John's,Indianapolis,IN,"Fast Food, Food Delivery Services, Sandwiches, Delis, Restaurants, Food"
11333,b55dktGuxl_mUl_AcFhFCQ,Jimmy John's,Hendersonville,TN,"Pizza, Food Delivery Services, Restaurants, Caterers, Sandwiches, Event Planning & Services, Fast Food, Delis, Food"
11334,MKWMkB4WvjXNavIl9fFbpg,Jimmy John's,Belleville,IL,"Fast Food, Delis, Restaurants, Sandwiches"
11335,OvfEIlbmU9TYxBQ23vULbw,Jimmy John's,Oldsmar,FL,"Delis, Fast Food, Sandwiches, Food, Restaurants, Food Delivery Services"
11336,oj1Y6Tv6nhsmJQBfTbsWmQ,Jimmy John's,Indianapolis,IN,"Sandwiches, Delis, Fast Food, Restaurants"
11337,wKk58yr8_GrvvMYmww_0xA,Jimmy John's,Olivette,MO,"Fast Food, Home & Garden, Restaurants, Shopping, Delis, Sandwiches, Furniture Stores, Food, Food Delivery Services"
11338,RlCT1cA8-saDDMSv8HG7vg,Jimmy John's,Madison,TN,"Food, Fast Food, Delis, Sandwiches, Restaurants, Food Delivery Services"
11339,MVMK-Gs7HNFGbI1XmwSbSw,Jimmy John's,Boise,ID,"Delis, Fast Food, Food, Sandwiches, Restaurants, Food Delivery Services"
11340,aJRXLIBO3Ud0oKpmvnM7-g,Jimmy John's,Tucson,AZ,"Restaurants, Sandwiches, Delis, Fast Food"
11341,E3BKVZuedbh8p4J3WPYscQ,Jimmy John's,Glassboro,NJ,"Restaurants, Sandwiches, Delis, Fast Food"
11342,4pttw53YrhH253K15D9_wg,Jimmy John's,Tucson,AZ,"Fast Food, Food, Sandwiches, Food Delivery Services, Delis, Restaurants"
11343,49exUQjvrWTmhfLxSMI3HA,Jimmy John's,Carmel,IN,"Restaurants, Sandwiches, Food Delivery Services, Fast Food, Delis, Food"
11344,DNH6UNWlBFhOsIMGFabF1A,Jimmy John's,Indianapolis,IN,"Fast Food, Delis, Sandwiches, Food Delivery Services, Food, Restaurants"
11345,T3rmAaYv-zDGMmlQtO_SJQ,Jimmy John's,Avon,IN,"Restaurants, Fast Food, Delis, Sandwiches, Internet Cafes, Food"
11346,GHkHnbqyFyY5l2-3PwfOqg,Jimmy John's,Indianapolis,IN,"Restaurants, Fast Food, Sandwiches, Food Delivery Services, Delis, Food"
11347,jWljp4qLuqr968VFA4EWrQ,Jimmy John's,Tampa,FL,"Food Delivery Services, Sandwiches, Food, Fast Food, Delis, Restaurants"
11348,56--HhtU6Wxz0r6K6abOjw,Jimmy John's,Kirkwood,MO,"Restaurants, Food Delivery Services, Sandwiches, Food, Fast Food, Delis"
11349,tWjQDKvTjupER5aF3j9hPQ,Jimmy John's,New Orleans,LA,"Restaurants, Fast Food, Sandwiches, Delis"
11350,XcH0865G4TLVecSbizwRng,Jimmy John's,Manchester,MO,"Sandwiches, Delis, Food Delivery Services, Restaurants, Fast Food, Food"
11351,EMI8NPomLEi9GTAjATpc4Q,Jimmy John's,O'Fallon,IL,"Delis, Fast Food, Sandwiches, Food Delivery Services, Food, Restaurants"
11352,trBSozzxnSr-s1g4jvPegw,Jimmy John's,Creve Coeur,MO,"Sandwiches, Food Delivery Services, Delis, Fast Food, Food, Restaurants"
11357,aUZO-5L6goTb8PkaDNv1lg,Jimmy's BBQ,Malvern,PA,"Restaurants, Barbeque, Event Planning & Services, Caterers"
11364,2R4IzhRPnR_cNKtgIfvymQ,Jimmy's On The Edge,Clearwater,FL,"Pubs, Lounges, Cocktail Bars, American (Traditional), Restaurants, Nightlife, Breakfast & Brunch, Bars"
11404,ZaW1E3Eeic8P0ZIOITBY7w,Joe Italiano's Maplewood,Moorestown,NJ,"Restaurants, Italian, Soup, Salad"
11435,BuQGsltd3B4L_HRCP2jpTQ,Joey K's Restaurant & Bar,New Orleans,LA,"Restaurants, Southern"
11442,0784txBW2zSqStI7Xzw6GQ,Joe’s Cafe,Kenner,LA,"Restaurants, Food, Cafes, Donuts, Breakfast & Brunch, Desserts"
11444,gI34hM-873fwF1XQ8hOaSg,Joe’s Pizza and Pasta,Godfrey,IL,"Salad, Pizza, Restaurants, Italian"
11445,GDtcIsIfH9Up8E-Mls5XCQ,Joffrey's Coffee & Tea,Tampa,FL,"Restaurants, Coffee Roasteries, Coffee & Tea, Food"
11446,mEXgQJ0c4gEdBUNyC6Y6qg,Joffrey's Coffee & Tea,Tampa,FL,"Breakfast & Brunch, Restaurants, Coffee & Tea, Food, Coffee Roasteries"
11455,A8XLqpOuZzcwfPtrmS97SQ,John P Fields,Clayton,MO,"Irish, Restaurants, Salad, Bars, Sports Bars, Nightlife, American (Traditional), Breakfast & Brunch, Pubs"
11471,VoIX90UM5jwD7FSMAMCwrw,Johnnie's Italian Restaurant,Philadelphia,PA,"Venues & Event Spaces, Italian, Event Planning & Services, Pizza, Seafood, Caterers, Restaurants"
11475,_y2tYgFNLM7HR7fYylDcBw,Johnny Bronx Pizza,Meridian,ID,"Restaurants, Fast Food, Pizza"
11497,Bpl9MvYTiXyZy6IRlMQK_Q,Johnny's West Sports Bar & Grill,Maryland Heights,MO,"Nightlife, Bars, Chicken Wings, Restaurants, Pubs, American (Traditional)"
11506,aJTgc_HWNyM9gHDt__Lt4w,Johny's Original Pizza,Prospect Park,PA,"Italian, Sandwiches, Pizza, Restaurants"
11508,sJmqrVw2Q8g2UcCu7LY7TA,Joia Fabulous Pizza & Martini Bar,Riverview,FL,"Nightlife, Restaurants, Food, Pizza, Bars, Seafood"
11533,o-fYJMHuiQ8260PNK2QMjw,Joseph-Jeffrey's Salon & Color Studio,Yardley,PA,"Pizza, Beauty & Spas, Nail Salons, Hair Salons, Restaurants"
11549,OTP14wxnFN0mbTNFIqR8Qg,Jozarelli's,Tucson,AZ,"Food Trucks, Restaurants, Italian, Food"
11577,FpYZBwVw_zdA5rfSRw4utw,Juice Bar Mt Juliet,Mount Juliet,TN,"Vegan, Juice Bars & Smoothies, Organic Stores, Vegetarian, Food, Restaurants"
11611,by9BDkPmCju0PGMq4n_f_g,Jumbo's In The Market,Indianapolis,IN,"Restaurants, Sandwiches"
11617,Vy9z5-Wf7-A9X9403eUzaQ,June's Restaurant,Philadelphia,PA,"Ice Cream & Frozen Yogurt, Food, Breakfast & Brunch, Bagels, Restaurants"
11623,3rRESenaBw-AyT0Jt7eJNg,Junior's on Harrison,New Orleans,LA,"American (New), Restaurants"
11626,KY5ndIM2KL0ViL5s6pnNYg,Juniper on Main,Carmel,IN,"Southern, Restaurants, Seafood, Caterers, Event Planning & Services, American (New)"
11631,hXJedL0LsvwYOaQszjQkjA,Just 1 Taste Catering,Florissant,MO,"Caterers, American (Traditional), Event Planning & Services, Food, Restaurants, Food Trucks"
11633,adATTqggIQX5xxLDISkFTw,Just Churros,Tucson,AZ,"Food Trucks, Restaurants, Caterers, Event Planning & Services, Food, Mexican, Spanish, Desserts"
11635,2ISww4-o249VMoy7zKsWBA,Just Cravings,Philadelphia,PA,"Coffee & Tea, Ice Cream & Frozen Yogurt, Gelato, Sandwiches, Food, Desserts, Restaurants, Juice Bars & Smoothies, Soup"
11645,CwzW9_0dOTuvHeciWqQPTA,"Just Love Coffee Cafe - Nolensville, TN",Nolensville,TN,"Restaurants, Waffles, Breakfast & Brunch, Coffee & Tea, Food, Cafes"
11651,prkmNSdMa6ZV2zyCDCVmNA,JustFood,Buckingham,PA,"Grocery, Delis, Restaurants, Sandwiches, Specialty Food, Food"
11660,PuukXxCe1V7OhG-pcViC9Q,K & J Caribbean American Diner,Philadelphia,PA,"Diners, Restaurants, Caribbean"
11663,oTTx4ObLjOWVCtGXU_8AUw,K Pot South Philly,Philadelphia,PA,"Hot Pot, Barbeque, Restaurants, Korean"
11670,RFTz_DEyA1PZANcF1rQYPg,KB & Co,Edmonton,AB,"Vegetarian, Restaurants, Cafes, Coffee & Tea, Food, Juice Bars & Smoothies, Vegan, Sandwiches"
11671,EZPoTcVz4QI8F0hEnDCNvw,KB's Burritos Eagle,Eagle,ID,"Tex-Mex, Restaurants, Mexican, Tacos, Salad"
11679,OcBChxihp9c_dc42wGxuwQ,KFC,Indianapolis,IN,"Event Planning & Services, Restaurants, Fast Food, Chicken Wings, Caterers, Chicken Shop"
11680,6Q9oAq4LVG_FbpDMIJgP7Q,KFC,Edmonton,AB,"Chicken Shop, American (Traditional), Chicken Wings, Fast Food, Restaurants"
11681,ZXmmYVlS2wzLZsedgLx86g,KFC,New Port Richey,FL,"Chicken Shop, Restaurants, Chicken Wings, Fast Food"
11682,nW5AdPPkCS1SuP1dLMssLQ,KFC,Saint Louis,MO,"Restaurants, Chicken Wings, Fast Food, Chicken Shop"
11683,TxJ_LSVVkRqSrIJYlY9P-Q,KFC,Philadelphia,PA,"Fast Food, Chicken Wings, Chicken Shop, Restaurants"
11684,JJF7J3UXCNSwCXAP4LojtQ,KFC,New Castle,DE,"Restaurants, Fast Food, Chicken Wings, Chicken Shop"
11685,ckf4bmTIyheoCXfcFkYkaw,KFC,Reno,NV,"Fast Food, Chicken Shop, Chicken Wings, Restaurants"
11686,q5nmlxpyLN95f8ZnBThUWA,KFC,Saint Louis,MO,"Chicken Wings, Restaurants, Fast Food, Chicken Shop"
11687,O_RHMUFaTBvbDkNDsCgDqw,KFC,West Chester,PA,"Restaurants, Fast Food, Chicken Wings, Chicken Shop"
11688,k_mIcCFvXWuN8I4ofCta3g,KFC,Philadelphia,PA,"Restaurants, Chicken Wings, Fast Food, Chicken Shop"
11689,uJRxvOvtMqDXMg8BRIrWDA,KFC,Reno,NV,"Chicken Shop, Chicken Wings, Restaurants, Fast Food"
11690,xNWueX3uZjmixQUkY38GzQ,KFC,Wilmington,DE,"Restaurants, Chicken Wings, Fast Food, Chicken Shop"
11691,0A7a_1DwgrSffuMc1yqF1w,KFC,Meridian,ID,"Restaurants, Fast Food, Chicken Shop, Chicken Wings"
11692,hcmULREikxE_-URSZwly4A,KFC,Franklin,TN,"Chicken Wings, Restaurants, Chicken Shop, Fast Food"
11693,_kGt3lW_MTGaRVdytRSk_A,KFC,Nashville,TN,"Chicken Wings, Chicken Shop, Fast Food, Restaurants"
11694,7u40cyMxw4iGosMdkesoEQ,KFC,New Orleans,LA,"Chicken Wings, Fast Food, Restaurants, Chicken Shop"
11695,PIhHFDDjNjL7cvpd6kU6Jw,KFC,Willow Grove,PA,"Fast Food, Restaurants, Chicken Wings, Chicken Shop"
11696,kfrjKapOXli5Qs0Ee0of4Q,KFC,Boise,ID,"Chicken Shop, Fast Food, Chicken Wings, Restaurants"
11697,4QeHIdYwzBIB2HS_MB60iA,KFC,Tucson,AZ,"Chicken Wings, Fast Food, Chicken Shop, American (Traditional), Restaurants"
11698,5Pd7mzZpuojdFCUDbQvsIQ,KFC,Indianapolis,IN,"Chicken Wings, Chicken Shop, Restaurants, Fast Food"
11699,0Uzd-S_1oiXBo15bthaqdA,KFC,Arnold,MO,"Restaurants, Fast Food, Chicken Wings, Chicken Shop"
11700,3nDBtuuOuNxUWIDeYowyvA,KFC,Hendersonville,TN,"Restaurants, Chicken Shop, Chicken Wings, Fast Food"
11701,dMWdmZn_H3ym8zeaY90D6w,KFC,Dunedin,FL,"Fast Food, Chicken Wings, Restaurants, Chicken Shop"
11702,xxpPuGOHXVkW8kHKWefeeQ,KFC,Indianapolis,IN,"Chicken Wings, American (New), Fast Food, Chicken Shop, Restaurants"
11703,1ol8rghO_5m0M5WFMv-C8Q,KFC,Sparks,NV,"Comfort Food, Chicken Wings, Fast Food, Restaurants, Chicken Shop"
11704,r_A5JPSFpsY31TKGUF_esw,KFC,Indianapolis,IN,"Steakhouses, Fast Food, Chicken Wings, Restaurants, Chicken Shop"
11705,gylSP8jwNf9EQL6Qi3-dNw,KFC,Kenner,LA,"Restaurants, Chicken Wings, Fast Food, Chicken Shop"
11706,uhqarcdeS3x3QNne2isZBQ,KFC,Nashville,TN,"Chicken Wings, Fast Food, Restaurants, Chicken Shop"
11707,Cod0xuc7zK3sVWdI41fihQ,KFC,Saint Petersburg,FL,"Restaurants, Food, Fast Food, Chicken Wings, Chicken Shop"
11708,59hqWP1E1pfjshhHSu0OxA,KFC,Cahokia,IL,"Restaurants, Chicken Wings, Food, Chicken Shop, Fast Food"
11709,TFfn6QThcQ3ZNG0utyNanA,KFC,Reno,NV,"Chicken Shop, Restaurants, Chicken Wings, Fast Food"
11710,g5gS1zWKxXrjlX1qlCtSbQ,KFC,Indianapolis,IN,"Restaurants, Fast Food, Chicken Wings, Chicken Shop"
11711,Bc78MEmBdRu6x7OICYdW4Q,KFC,Boise,ID,"Event Planning & Services, Chicken Wings, Restaurants, Chicken Shop, Caterers, Fast Food"
11712,Pt2ki6tgWlh8hW47P1ebKA,KFC,Palm Harbor,FL,"Fast Food, Chicken Wings, Chicken Shop, Restaurants"
11713,DOYbaX8DdHVEcxbG2Bt3Bw,KFC,Nashville,TN,"Fast Food, Chicken Wings, Chicken Shop, Restaurants"
11714,DKcFxSfjLvSXRB9rOKE8jw,KFC,Edmonton,AB,"Fast Food, Mexican, Restaurants, American (Traditional), Chicken Shop, Chicken Wings"
11715,NZ-EsdGDwtVR_txTds-0SQ,KFC,Brookhaven,PA,"Chicken Wings, Restaurants, Chicken Shop, Fast Food"
11716,0xe81EigRw_b5W8tg0Ca6Q,KFC,New Port Richey,FL,"Fast Food, Chicken Wings, Restaurants, Chicken Shop"
11717,dNGyraVBBxWM1nPtbGPg9w,KFC,Fairless Hills,PA,"Restaurants, Chicken Shop, Fast Food, Chicken Wings"
11718,hPxDTFxMGBIrXAiJeWgFcw,KFC,Brownsburg,IN,"Restaurants, Chicken Wings, Chicken Shop, Fast Food"
11719,tXYtSIIduNajFQC2Z1FcQA,KFC,Westwego,LA,"Chicken Shop, Fast Food, Chicken Wings, Restaurants"
11720,tk6ZC4FQ7-DO-oNMy-o46w,KFC,Madison,TN,"Chicken Shop, Chicken Wings, Fast Food, Restaurants"
11721,Gl3XO4ECKKli8-bKKdkkYA,KFC,Santa Barbara,CA,"Chicken Wings, Restaurants, Fast Food, Chicken Shop"
11722,Q_GKeWRlzLTp4Famo2J1Mw,KFC,Indianapolis,IN,"Chicken Wings, Restaurants, Fast Food, Chicken Shop"
11723,DSkpda2eBvPbTcwT3m4cUQ,KFC,Edmonton,AB,"Fast Food, Chicken Wings, American (Traditional), Restaurants, Mexican, Chicken Shop"
11724,TxCTQS_LQfgB_RMUoiyymA,KFC,Saint Louis,MO,"Restaurants, Chicken Shop, Chicken Wings, Fast Food"
11725,mn37iw7MSjkoDqozfPMuJA,KFC,Fishers,IN,"Chicken Wings, Fast Food, Chicken Shop, Restaurants"
11726,pyM8MRVXKDRyhM7tu-3P1A,KFC,Philadelphia,PA,"Chicken Shop, Restaurants, Fast Food, Chicken Wings"
11727,i2yCrMQx5soH0jMFG32vxQ,KFC,Goleta,CA,"Restaurants, Chicken Wings, Chicken Shop, Fast Food"
11728,Nyo4NgBif6I8639yaUkBXA,KFC,Reno,NV,"Restaurants, Fast Food, Chicken Shop, Chicken Wings"
11729,BhMja5IRPc159NApqsn8Jg,KFC,Waterloo,IL,"Chicken Shop, Restaurants, Chicken Wings, Fast Food"
11730,o6nEaC1G1WJpvU86SBX97w,KFC,Royersford,PA,"Fast Food, Chicken Wings, Restaurants, Chicken Shop"
11731,vVj9TnnHyS0hyGQmPJaBfw,KFC,Plant City,FL,"Fast Food, Restaurants, Chicken Wings, Chicken Shop"
11732,NPXrueyhHya5Q00GR3rzHQ,KFC,Goodlettsville,TN,"Fast Food, Restaurants, Chicken Wings, Chicken Shop"
11733,fNjozYBX0X4ES3ME7WVgXQ,KFC,Tampa,FL,"Chicken Shop, Fast Food, Chicken Wings, Restaurants"
11734,HqPJtT8uQ7duwGIoAcwRVQ,KFC,Port Richey,FL,"Chicken Wings, Restaurants, Chicken Shop, Fast Food"
11735,R6a2iSKadKb9YO9tYNZoqA,KFC,Tampa,FL,"Restaurants, Fast Food, Chicken Wings, Chicken Shop"
11736,zvlJoRJfViu-_dZflUn6Bw,KFC,Indianapolis,IN,"Restaurants, Fast Food, Chicken Wings, Chicken Shop"
11737,p8i9w3vYtkp7U-lvksKrBg,KFC,Valrico,FL,"Chicken Shop, Chicken Wings, Restaurants, Fast Food"
11738,a8Q2bvUW6mAiws7xW7cS6g,KFC,Exton,PA,"Restaurants, Fast Food, Chicken Wings, Chicken Shop"
